scientificName,longitude,latitude,pr_ab,dnw,dsm,lst,ndvi,.part
"Gyps africanus Salvadori, 1865",31.57794333,-24.53668657,0,1.951594234,399.1079712,308.2250671,108.9710159,5
"Gyps africanus Salvadori, 1865",31.23327824,-23.46780213,0,4.743591785,430.7153931,306.1578979,107.2873459,4
"Gyps africanus Salvadori, 1865",31.7102091,-24.20413017,0,2.495941877,309.7385254,307.482666,110.1047821,3
"Gyps africanus Salvadori, 1865",31.58669203,-23.78674004,0,1.868078947,264.759613,307.6140442,128.7861938,2
"Gyps africanus Salvadori, 1865",31.55161013,-23.37789902,0,4.087244511,372.7824097,306.1296387,125.8997345,1
"Gyps africanus Salvadori, 1865",31.68710602,-25.33102253,0,2.171750546,268.2613831,307.223877,127.2460175,3
"Gyps africanus Salvadori, 1865",31.41311766,-25.01932505,0,2.960808992,395.4611816,307.2232666,142.3854523,4
"Gyps africanus Salvadori, 1865",31.34426635,-23.91382564,0,4.968155861,436.0756531,305.1296692,133.4650116,5
"Gyps africanus Salvadori, 1865",31.85308501,-24.68824682,0,3.803821802,307.9731445,303.2564087,126.0036316,2
"Gyps africanus Salvadori, 1865",31.8533741,-25.03154402,0,1.997963428,247.0957794,305.6640015,143.1140594,2
"Gyps africanus Salvadori, 1865",31.47377507,-24.17842582,0,3.696086645,412.5513611,306.3012085,85.66921234,4
"Gyps africanus Salvadori, 1865",31.21969563,-23.53032841,0,3.63734293,402.6651306,309.0112305,108.1597824,2
"Gyps africanus Salvadori, 1865",31.17900667,-22.93106057,0,1.175245285,348.5774841,305.8569031,131.6219788,2
"Gyps africanus Salvadori, 1865",31.46037757,-23.71914555,0,2.565360785,310.7515259,305.996582,126.6371765,4
"Gyps africanus Salvadori, 1865",31.42330568,-25.10307343,0,4.45277977,459.0370789,306.9906006,134.123642,5
"Gyps africanus Salvadori, 1865",31.23656032,-24.00222938,0,0.742129922,357.940033,303.624115,110.2552795,3
"Gyps africanus Salvadori, 1865",31.56796382,-23.75631495,0,2.176428318,289.4491882,306.001709,132.2431335,4
"Gyps africanus Salvadori, 1865",31.46634273,-23.38741656,0,1.882576108,357.9931641,305.9788513,132.3274841,1
"Gyps africanus Salvadori, 1865",31.91392139,-24.97026354,0,0.89700824,291.4677734,307.1145935,135.9499512,2
"Gyps africanus Salvadori, 1865",31.33215049,-24.01480928,0,0.543910027,312.9859314,305.9488831,128.4327698,5
"Gyps africanus Salvadori, 1865",31.85795979,-24.8462963,0,1.346870184,302.7161255,307.9819641,122.7257996,4
"Gyps africanus Salvadori, 1865",31.09214332,-22.95157376,0,4.239462852,423.5525818,303.9423523,136.5356903,1
"Gyps africanus Salvadori, 1865",31.62035948,-24.05223835,0,1.169300556,258.4947815,303.2062378,98.15878296,4
"Gyps africanus Salvadori, 1865",31.29900106,-23.71578051,0,0.247376651,285.4217224,306.0105591,105.9905853,1
"Gyps africanus Salvadori, 1865",31.51007679,-23.56029209,0,3.174581528,343.1443481,305.0395813,142.3170013,5
"Gyps africanus Salvadori, 1865",31.11468679,-22.86196881,0,0.518681943,377.2444458,308.0502319,130.1584778,2
"Gyps africanus Salvadori, 1865",31.07426952,-23.28237024,0,2.271838188,450.7485657,307.4598083,120.1545639,4
"Gyps africanus Salvadori, 1865",31.10362714,-22.59039056,0,0.336688012,376.6073914,306.7914734,112.1213608,4
"Gyps africanus Salvadori, 1865",31.86384504,-24.80226127,0,1.165172815,268.7809753,309.3597412,106.4316788,1
"Gyps africanus Salvadori, 1865",31.68749344,-25.24827437,0,0.247376651,285.3749695,304.6470947,114.3935776,5
"Gyps africanus Salvadori, 1865",31.45304653,-23.19384408,0,1.008000374,305.9241028,307.3739624,119.5479965,1
"Gyps africanus Salvadori, 1865",31.35852412,-23.09497764,0,1.680549502,309.9237976,307.7106628,122.29599,4
"Gyps africanus Salvadori, 1865",31.40037562,-24.08231511,0,1.169143319,301.0241089,305.4024353,99.6741333,2
"Gyps africanus Salvadori, 1865",31.18178386,-23.70682226,0,0.226501971,319.474884,307.5375366,112.7004852,5
"Gyps africanus Salvadori, 1865",31.31215818,-25.11851183,0,2.029087782,516.3928223,309.3521729,137.662323,3
"Gyps africanus Salvadori, 1865",31.121755,-22.9522871,0,3.494333744,395.098053,304.6459351,125.792099,1
"Gyps africanus Salvadori, 1865",31.29547361,-23.80165386,0,1.341161251,352.3285828,305.6122742,126.4826355,3
"Gyps africanus Salvadori, 1865",31.33439171,-23.46875613,0,1.134563923,372.8348389,308.8077393,118.5264053,3
"Gyps africanus Salvadori, 1865",31.89228205,-24.4501796,0,1.484259844,243.30513,306.0518188,110.4770432,5
"Gyps africanus Salvadori, 1865",31.24244061,-24.07148389,0,0.225864753,309.2459106,303.466217,105.1471558,1
"Gyps africanus Salvadori, 1865",31.81515811,-24.96405614,0,3.139698982,289.1525574,306.1022339,149.8513794,5
"Gyps africanus Salvadori, 1865",31.12935963,-22.85991201,0,0.844040096,381.4480591,308.9532166,122.7731705,1
"Gyps africanus Salvadori, 1865",31.2185149,-23.03333286,0,2.540801764,347.928833,306.0856018,124.1940842,5
"Gyps africanus Salvadori, 1865",31.64239254,-25.01356142,0,3.710497379,320.639679,304.6322937,124.8023148,4
"Gyps africanus Salvadori, 1865",31.4872734,-23.60760848,0,1.586726546,320.2111816,307.2805481,140.187561,1
"Gyps africanus Salvadori, 1865",31.87324555,-24.6857997,0,3.497227907,306.6968384,304.5255737,127.9267197,2
"Gyps africanus Salvadori, 1865",31.07551122,-23.00144742,0,1.17487371,392.0236206,306.4612732,132.1740112,4
"Gyps africanus Salvadori, 1865",31.78638188,-24.73455103,0,2.194562435,310.0711365,306.7398376,127.7465439,1
"Gyps africanus Salvadori, 1865",31.24202921,-23.73013648,0,0.226459518,307.9055481,305.8771362,107.9591217,4
"Gyps africanus Salvadori, 1865",31.43259776,-24.21561033,0,2.866909742,401.8830872,304.4145203,85.5642395,4
"Gyps africanus Salvadori, 1865",31.40901834,-23.96291266,0,0.226056099,332.0308838,308.0819397,118.4035187,4
"Gyps africanus Salvadori, 1865",31.50637305,-25.03143569,0,0.224142581,337.2426147,306.1926575,133.1910095,3
"Gyps africanus Salvadori, 1865",31.22960121,-22.82567396,0,0.247376651,369.8074951,311.4257507,103.3788681,1
"Gyps africanus Salvadori, 1865",31.2710857,-23.3914858,0,1.236883283,409.1397095,306.2350464,118.6887283,5
"Gyps africanus Salvadori, 1865",31.07669655,-23.28857845,0,2.28561902,442.4428406,308.1361389,116.8716812,4
"Gyps africanus Salvadori, 1865",31.08433052,-23.5201664,0,0.226824805,353.618988,305.59198,116.6161804,2
"Gyps africanus Salvadori, 1865",31.25402437,-24.01780357,0,0.494753301,347.3565369,304.4351196,123.5432205,1
"Gyps africanus Salvadori, 1865",31.87614526,-25.0987461,0,0,196.5299835,304.0774231,131.1615753,5
"Gyps africanus Salvadori, 1865",31.5174376,-23.42573194,0,2.030421257,355.9591675,305.8293762,108.0137177,1
"Gyps africanus Salvadori, 1865",31.24099378,-25.1063809,0,1.809012413,536.84198,303.937561,134.5007019,2
"Gyps africanus Salvadori, 1865",31.03655211,-22.79764444,0,1.979013205,426.7368164,301.691925,136.8101959,5
"Gyps africanus Salvadori, 1865",31.3818818,-23.99684499,0,2.711924553,352.7699585,304.4058533,129.7838135,3
"Gyps africanus Salvadori, 1865",31.32086774,-23.87057021,0,2.403271437,392.3327026,305.9813232,128.1378021,2
"Gyps africanus Salvadori, 1865",31.64223451,-25.20120729,0,4.860216618,352.9361267,307.5046692,112.1797256,1
"Gyps africanus Salvadori, 1865",31.55028121,-24.41349593,0,1.087245345,385.9373474,305.3734131,101.2175369,5
"Gyps africanus Salvadori, 1865",31.47016716,-24.35224132,0,1.731636524,443.4609985,305.7664795,74.88942719,4
"Gyps africanus Salvadori, 1865",31.29644838,-25.16070631,0,3.587769032,579.7127075,304.7742615,148.8458862,4
"Gyps africanus Salvadori, 1865",31.73771805,-23.95566385,0,0.989506602,218.0535126,306.8536377,122.5002747,2
"Gyps africanus Salvadori, 1865",31.44716916,-23.7282948,0,1.632345319,305.7749634,304.5033875,126.7976532,3
"Gyps africanus Salvadori, 1865",31.80826632,-25.27552393,0,2.908021927,264.7492981,306.7884521,126.6007156,4
"Gyps africanus Salvadori, 1865",31.75399638,-25.25709451,0,0.333538532,264.304718,305.2078552,131.289566,4
"Gyps africanus Salvadori, 1865",31.63144569,-25.11560316,0,0.333713889,342.0136719,306.4440308,125.2706375,2
"Gyps africanus Salvadori, 1865",31.54596119,-23.56047621,0,3.039735556,355.2193604,306.0225525,134.3855438,5
"Gyps africanus Salvadori, 1865",31.84829918,-25.13890737,0,2.158859491,257.0303955,305.3362122,128.0153198,5
"Gyps africanus Salvadori, 1865",31.71852492,-25.15471469,0,3.718465328,328.621582,306.4185486,141.9637146,4
"Gyps africanus Salvadori, 1865",31.19670278,-23.22962551,0,0.671920955,378.5200195,307.2461243,97.24315643,1
"Gyps africanus Salvadori, 1865",31.39199862,-22.89383794,0,0.843922198,352.0060425,305.2410889,110.457634,5
"Gyps africanus Salvadori, 1865",31.45385171,-25.38008521,0,3.854571819,483.1664124,307.1187744,154.227478,3
"Gyps africanus Salvadori, 1865",31.34975051,-23.20863978,0,2.996721983,353.3674316,308.422821,106.3339386,3
"Gyps africanus Salvadori, 1865",31.57001591,-23.81368215,0,0.722616911,246.3201294,305.7779541,105.3069229,4
"Gyps africanus Salvadori, 1865",31.43649144,-25.34078072,0,1.994845748,405.279541,307.2895203,141.541275,4
"Gyps africanus Salvadori, 1865",31.06655738,-22.89996626,0,0.672674298,382.0742493,306.4633484,142.1831512,5
"Gyps africanus Salvadori, 1865",31.66960129,-24.58017531,0,3.143862724,362.0809326,307.0778809,112.3471375,4
"Gyps africanus Salvadori, 1865",31.30865116,-23.21231369,0,0.842607975,353.9291992,306.7418213,104.2112579,5
"Gyps africanus Salvadori, 1865",31.51509234,-25.40217701,0,3.958026409,380.9455566,308.7565308,116.4743271,2
"Gyps africanus Salvadori, 1865",31.38915045,-22.73587813,0,2.019989014,476.9144287,302.1968994,162.6831512,5
"Gyps africanus Salvadori, 1865",31.13458009,-23.57009465,0,0.4534733,350.8965149,307.1149292,114.7271652,2
"Gyps africanus Salvadori, 1865",31.96758812,-25.19192739,0,1.119247079,199.5413818,305.2674561,103.5313873,2
"Gyps africanus Salvadori, 1865",31.39293827,-23.33539396,0,2.686801434,387.185791,306.2988586,116.8244858,3
"Gyps africanus Salvadori, 1865",31.0300628,-22.69534063,0,1.08970201,450.1376038,305.8030396,135.319046,1
"Gyps africanus Salvadori, 1865",31.51157159,-25.03717406,0,0.989506602,339.3414307,306.2020264,126.5181808,2
"Gyps africanus Salvadori, 1865",31.42695557,-23.22354386,0,1.552838683,335.4069824,304.3478699,138.9296112,1
"Gyps africanus Salvadori, 1865",31.25536946,-23.46519256,0,3.178001165,408.2516479,303.3683472,124.5526047,4
"Gyps africanus Salvadori, 1865",31.25370253,-24.03292154,0,2.199182749,341.1576233,305.5630188,126.2884293,1
"Gyps africanus Salvadori, 1865",31.1666622,-23.19341042,0,0.517692566,367.8785706,305.0939331,105.5065689,2
"Gyps africanus Salvadori, 1865",31.50412383,-25.21663255,0,1.484259844,400.0212097,306.8380737,130.7703094,2
"Gyps africanus Salvadori, 1865",31.25306274,-23.37899844,0,0.454130679,413.7449646,305.42276,123.2961655,3
"Gyps africanus Salvadori, 1865",31.70456085,-24.95698344,0,0.333907455,251.6387787,305.3582153,133.382019,2
"Gyps africanus Salvadori, 1865",31.38213196,-22.67090761,0,6.045786858,530.8977661,301.5764465,160.5851898,1
"Gyps africanus Salvadori, 1865",31.70336791,-23.97479104,0,4.231825352,285.2537231,305.3939209,126.9180603,2
"Gyps africanus Salvadori, 1865",31.38597991,-23.9443107,0,1.747937202,382.1407471,305.3556824,122.5852814,2
"Gyps africanus Salvadori, 1865",31.32884913,-25.0067932,0,0.742129922,420.8868408,306.4171143,144.4688721,1
"Gyps africanus Salvadori, 1865",31.91477548,-24.99485378,0,0.224207491,284.9737549,306.641449,144.4324646,1
"Gyps africanus Salvadori, 1865",31.44647857,-23.04487084,0,2.512877703,318.3501587,306.2197266,109.1344223,3
"Gyps africanus Salvadori, 1865",31.70991908,-25.26053455,0,1.82526195,298.4645081,307.0023193,123.2740173,3
"Gyps africanus Salvadori, 1865",31.84450523,-25.23924414,0,0,232.7422638,304.4685364,132.4104767,4
"Gyps africanus Salvadori, 1865",31.13349701,-23.27364587,0,1.609840751,425.9998779,309.782959,88.19882202,1
"Gyps africanus Salvadori, 1865",31.16145138,-23.14355669,0,0.742129922,374.4928894,307.3601074,108.0016403,5
"Gyps africanus Salvadori, 1865",31.47726218,-24.25547601,0,3.333292723,405.5813293,305.3844604,77.5058136,2
"Gyps africanus Salvadori, 1865",31.29019963,-23.31311392,0,3.937247276,432.8813782,306.2159424,99.43547821,1
"Gyps africanus Salvadori, 1865",31.09309527,-22.6150275,0,0.673328519,410.3719788,309.3145752,118.4031372,3
"Gyps africanus Salvadori, 1865",31.81458669,-24.54375565,0,2.156955481,314.1747437,305.9775696,100.1819534,4
"Gyps africanus Salvadori, 1865",31.59423403,-23.53895156,0,2.281335831,420.4801025,304.113739,147.5708313,5
"Gyps africanus Salvadori, 1865",31.1660545,-23.72112237,0,0.670784175,337.1246338,308.9204407,114.6396027,2
"Gyps africanus Salvadori, 1865",31.29168857,-22.88765562,0,1.367412925,365.7254639,307.3966675,151.6420288,3
"Gyps africanus Salvadori, 1865",31.48966879,-25.01682085,0,1.997985721,376.7779541,309.2716064,134.1652832,2
"Gyps africanus Salvadori, 1865",31.1469663,-23.38519682,0,0.335781991,407.8239136,308.598999,110.4415131,2
"Gyps africanus Salvadori, 1865",31.60578211,-24.32171434,0,1.832767367,370.5038452,306.5267639,108.5829391,3
"Gyps africanus Salvadori, 1865",31.38749794,-25.26348194,0,2.513911247,595.6511841,305.6956177,145.2350311,1
"Gyps africanus Salvadori, 1865",31.1843485,-22.86317073,0,2.01891923,390.0000916,307.1748352,119.3843918,5
"Gyps africanus Salvadori, 1865",31.60837157,-23.78676411,0,1.680369735,277.1642456,306.43927,130.2827759,4
"Gyps africanus Salvadori, 1865",31.67609803,-24.12373306,0,0.868710041,257.2175903,304.7411804,114.8255692,4
"Gyps africanus Salvadori, 1865",31.21785598,-22.66229095,0,0.844843328,432.6638794,306.4726257,119.8024979,2
"Gyps africanus Salvadori, 1865",31.25699982,-23.12574652,0,0,333.0345154,307.8425293,109.8597946,3
"Gyps africanus Salvadori, 1865",31.83376927,-25.15788083,0,2.491520882,276.2706299,304.2965698,133.2136993,2
"Gyps africanus Salvadori, 1865",31.79531261,-25.05881975,0,0.333784878,223.2523956,306.6948547,137.5569611,3
"Gyps africanus Salvadori, 1865",31.23571386,-22.76771891,0,2.915372849,402.1427612,313.4391174,115.6746674,2
"Gyps africanus Salvadori, 1865",31.66564489,-24.36423587,0,1.530502915,345.6514282,305.9603882,91.01712036,2
"Gyps africanus Salvadori, 1865",31.27799725,-22.43686173,0,0,211.7945557,309.5194397,103.7969513,3
"Gyps africanus Salvadori, 1865",31.84159224,-25.16822695,0,3.196233511,276.9411011,305.4797363,134.1482849,4
"Gyps africanus Salvadori, 1865",31.75083564,-24.13799923,0,2.059235811,284.3045959,309.4363708,106.3703308,2
"Gyps africanus Salvadori, 1865",31.36069556,-23.01371986,0,1.138444543,309.0001831,308.263092,116.9631577,5
"Gyps africanus Salvadori, 1865",31.57350314,-24.41027431,0,0.450524092,380.0203247,306.3484192,91.2051239,3
"Gyps africanus Salvadori, 1865",31.065488,-22.89099441,0,1.089440584,383.503418,308.1134033,135.0390472,2
"Gyps africanus Salvadori, 1865",31.68159476,-23.65697294,0,3.83072257,427.7319641,303.8797302,139.339859,4
"Gyps africanus Salvadori, 1865",31.61327282,-23.99718739,0,0.33506602,247.9916534,306.8368835,121.9312439,3
"Gyps africanus Salvadori, 1865",31.14662882,-23.58616942,0,2.385940313,370.6034851,307.8264771,114.4524536,1
"Gyps africanus Salvadori, 1865",31.68963962,-23.94169168,0,0.515429497,242.3490906,307.4979553,131.2446899,5
"Gyps africanus Salvadori, 1865",31.45267042,-23.47771551,0,1.007036448,362.3102722,306.9993286,119.1202469,3
"Gyps africanus Salvadori, 1865",31.26313785,-22.96709965,0,0.911070406,338.1595154,305.2072449,126.5898819,3
"Gyps africanus Salvadori, 1865",31.19690508,-23.55447621,0,3.265526772,390.967804,309.2496033,111.2189865,3
"Gyps africanus Salvadori, 1865",31.02688654,-22.7148907,0,1.413700104,484.8543091,305.0632935,143.7723083,2
"Gyps africanus Salvadori, 1865",31.37723223,-25.34308783,0,0.833458483,487.8982239,307.7567444,141.9274445,3
"Gyps africanus Salvadori, 1865",31.63838963,-24.53438427,0,3.339478493,397.3400879,308.8278503,100.6783142,3
"Gyps africanus Salvadori, 1865",31.29431393,-25.11787296,0,2.988997459,536.8338013,305.8279114,133.7629242,1
"Gyps africanus Salvadori, 1865",31.65023521,-23.84215328,0,0.670491636,260.4660034,307.4640503,121.3857727,3
"Gyps africanus Salvadori, 1865",31.40357948,-23.22755906,0,3.989356518,348.5934448,308.3148193,116.6304626,2
"Gyps africanus Salvadori, 1865",31.86562919,-25.33801937,0,1.824719191,219.4019928,308.6686707,97.6836319,1
"Gyps africanus Salvadori, 1865",31.21112957,-23.03609731,0,1.956443667,351.0723877,306.1670837,123.1603394,1
"Gyps africanus Salvadori, 1865",31.93666492,-25.01678127,0,0.834878266,232.1332855,308.1127625,138.4641724,1
"Gyps africanus Salvadori, 1865",31.54783408,-24.56531272,0,0.247376651,384.618866,309.5441284,110.6822586,4
"Gyps africanus Salvadori, 1865",31.14844656,-22.56058982,0,1.599128723,448.8708191,309.1861572,110.9151917,3
"Gyps africanus Salvadori, 1865",31.76042566,-24.76625019,0,2.725717306,352.8633423,308.1005249,133.0123138,2
"Gyps africanus Salvadori, 1865",31.33386307,-23.83929947,0,2.262699127,385.1563721,306.0517273,123.6335831,2
"Gyps africanus Salvadori, 1865",31.25243849,-23.48658548,0,2.475142241,411.2114868,306.0921021,114.7999573,1
"Gyps africanus Salvadori, 1865",31.8031302,-24.50362695,0,0.225095212,278.1940002,308.3600464,97.42277527,2
"Gyps africanus Salvadori, 1865",31.2475747,-22.62472019,0,2.18119216,455.5841064,306.7146912,128.6387024,1
"Gyps africanus Salvadori, 1865",31.87532693,-24.86162881,0,1.315830469,303.786377,307.1653748,128.9495544,5
"Gyps africanus Salvadori, 1865",31.35007972,-22.90299804,0,2.39650774,355.4477539,309.2524109,122.6087418,1
"Gyps africanus Salvadori, 1865",31.8216553,-24.59606586,0,4.334294796,323.4675293,306.1390076,109.0190811,5
"Gyps africanus Salvadori, 1865",31.21054494,-23.48912311,0,1.831822515,415.4147949,308.2842712,100.4393082,3
"Gyps africanus Salvadori, 1865",31.8374187,-24.39510691,0,0,239.9414978,306.4242249,96.06349945,3
"Gyps africanus Salvadori, 1865",31.70093665,-24.90520061,0,2.91685462,326.6316528,307.228302,140.9423218,3
"Gyps africanus Salvadori, 1865",31.46859518,-25.45466374,0,2.272428513,389.802063,308.1534424,129.8494568,3
"Gyps africanus Salvadori, 1865",31.72405173,-24.11396753,0,0.838825524,246.4613953,306.7579041,126.6789856,5
"Gyps africanus Salvadori, 1865",31.30735588,-23.90332502,0,5.350006104,422.8988953,305.7330933,130.8110809,5
"Gyps africanus Salvadori, 1865",31.06196244,-22.81658801,0,0.247376651,409.0299683,303.777771,135.221817,2
"Gyps africanus Salvadori, 1865",31.48096586,-23.86753539,0,1.991899371,343.1407776,306.6381836,117.6450958,1
"Gyps africanus Salvadori, 1865",31.71823983,-24.61374673,0,0.224899814,321.8823242,307.5747986,112.5658722,2
"Gyps africanus Salvadori, 1865",31.40730138,-23.3759284,0,3.271880865,387.1859436,307.4542847,118.9405823,1
"Gyps africanus Salvadori, 1865",31.68383053,-23.92537026,0,1.236883283,243.536438,308.2572327,117.9199982,4
"Gyps africanus Salvadori, 1865",31.09982472,-22.77277057,0,2.501529694,420.6980591,305.7351074,134.488327,1
"Gyps africanus Salvadori, 1865",31.08524449,-22.90940574,0,1.345338583,386.3836365,304.3627014,142.0516968,4
"Gyps africanus Salvadori, 1865",31.92719672,-24.63321103,0,2.730420113,274.659668,307.5361023,121.646759,1
"Gyps africanus Salvadori, 1865",31.59989346,-24.29911471,0,2.029139042,370.2527466,307.0370178,101.6260071,4
"Gyps africanus Salvadori, 1865",31.65665355,-23.95034498,0,2.887818336,284.9384766,307.1661377,121.4115448,3
"Gyps africanus Salvadori, 1865",31.53729805,-23.46505164,0,0.247376651,364.2950439,306.1118469,128.038208,5
"Gyps africanus Salvadori, 1865",31.76603768,-24.49030038,0,1.236883283,291.239502,307.0240173,89.89965057,1
"Gyps africanus Salvadori, 1865",31.43977535,-23.78000905,0,1.991920114,308.8994141,304.5319824,126.2375717,1
"Gyps africanus Salvadori, 1865",31.05870244,-22.95251318,0,2.515360832,413.9683838,305.6156311,145.3329773,3
"Gyps africanus Salvadori, 1865",31.70116033,-24.13243065,0,1.834336877,278.3529663,307.0450745,119.4089661,5
"Gyps africanus Salvadori, 1865",31.18598189,-23.30514547,0,2.736136675,416.2675476,309.4703064,96.89568329,3
"Gyps africanus Salvadori, 1865",31.33415586,-23.82588471,0,2.262931585,364.157196,306.995636,132.6023407,4
"Gyps africanus Salvadori, 1865",31.16071439,-22.90945014,0,0.494753301,347.7029114,306.2576294,134.6399078,4
"Gyps africanus Salvadori, 1865",31.32570833,-23.70653839,0,2.010850668,317.9601135,303.4543457,125.3771973,4
"Gyps africanus Salvadori, 1865",31.78109743,-24.28328236,0,1.004166484,281.7960815,307.6743469,92.43475342,3
"Gyps africanus Salvadori, 1865",31.68950363,-24.38882144,0,1.731636524,334.247406,306.2341309,94.45503998,4
"Gyps africanus Salvadori, 1865",31.30784614,-23.11961182,0,0.742129922,317.2242126,309.542572,98.9369812,5
"Gyps africanus Salvadori, 1865",31.6190992,-24.15739864,0,0.225711882,271.0019226,305.9520264,106.978508,1
"Gyps africanus Salvadori, 1865",31.09920722,-22.87819633,0,0.989506602,370.4781494,307.341217,132.2244415,2
"Gyps africanus Salvadori, 1865",31.72855147,-24.23717196,0,1.864119887,314.3894043,304.3123169,105.5215149,5
"Gyps africanus Salvadori, 1865",31.67435728,-24.12251236,0,0.543835282,253.4272003,304.3336792,114.7994614,5
"Gyps africanus Salvadori, 1865",31.362423,-23.51702817,0,0.335629702,345.575592,306.7955933,118.6641922,1
"Gyps africanus Salvadori, 1865",31.69271293,-24.83762722,0,2.918428183,367.5537415,305.3759766,126.2850876,5
"Gyps africanus Salvadori, 1865",31.89477321,-25.02875013,0,1.56902647,257.4093323,308.6372375,141.9235229,5
"Gyps africanus Salvadori, 1865",31.66982243,-23.91608588,0,0.839667559,229.040863,308.0432739,108.5048828,5
"Gyps africanus Salvadori, 1865",31.44922507,-24.08299757,0,0.494753301,306.6299744,306.5812683,114.6034088,4
"Gyps africanus Salvadori, 1865",31.28015391,-22.50974961,0,1.347146511,393.7859192,306.6400757,115.872345,1
"Gyps africanus Salvadori, 1865",31.25231107,-24.05471314,0,1.674948096,329.7657776,304.5651855,136.5442352,5
"Gyps africanus Salvadori, 1865",31.17178506,-23.83531586,0,2.051451206,415.6983337,307.1045227,127.0884399,2
"Gyps africanus Salvadori, 1865",31.33131013,-25.24160196,0,3.285250425,598.2434692,305.2306519,146.5062866,4
"Gyps africanus Salvadori, 1865",31.49687425,-24.42357586,0,0.334556967,417.7626648,307.8159485,88.71315765,5
"Gyps africanus Salvadori, 1865",31.69378133,-24.03330089,0,2.060527086,238.9520264,307.5954285,118.649437,4
"Gyps africanus Salvadori, 1865",31.58063211,-23.73424555,0,2.31793499,294.176178,305.3913574,136.0561981,3
"Gyps africanus Salvadori, 1865",31.71408337,-24.52180372,0,1.991771579,330.6890259,306.3355408,93.66438293,5
"Gyps africanus Salvadori, 1865",31.062213,-22.637074,0,0.673278451,401.8096619,307.0692444,133.2829742,3
"Gyps africanus Salvadori, 1865",31.72916157,-24.7323518,0,1.484259844,331.2152405,307.5891724,137.5525513,1
